'uu_width','ud_width','us_width','ss_width'
0.594689, 1.22438, 0.997089, 0.936651
0.62215, 1.17634, 1.13496, 0.967713
0.479925, 1.26964, 1.13003, 0.855952
0.600374, 1.25363, 1.17427, 0.795189
0.553633, 1.25996, 1.13547, 0.825684
0.543267, 1.39184, 1.19083, 0.829511
0.622237, 1.44552, 1.23207, 0.841807
0.590666, 1.39499, 1.17206, 0.754049
0.559134, 1.4101, 1.08764, 0.79154
0.553205, 1.27501, 1.00757, 0.842395
0.475877, 1.26643, 0.949543, 0.844498
0.582058, 1.12306, 1.0164, 1.03939
0.564072, 1.02903, 0.984001, 1.02095
0.636922, 1.10149, 0.953605, 1.07122
0.645422, 1.13812, 0.915798, 1.07063
0.590596, 1.18256, 0.937556, 1.07017
0.552906, 1.21304, 0.966488, 0.943179
0.518081, 1.14939, 0.983132, 1.00947
0.628036, 1.08151, 1.0022, 1.04871
0.609711, 1.18061, 1.05451, 1.00771
0.510689, 1.26896, 1.06433, 0.959007
0.555124, 1.14506, 0.910628, 0.98797
0.590363, 1.21964, 0.917852, 1.06616
0.544407, 1.1334, 1.01646, 0.985168
0.545585, 1.20295, 1.01944, 0.922105
0.608625, 1.28481, 1.09411, 1.03753
0.673346, 1.26138, 1.02556, 0.97995
0.662902, 1.19929, 1.03146, 0.915169
0.5274, 1.25992, 1.02805, 1.0579
0.616498, 1.27462, 0.995488, 0.961534
0.559479, 1.13498, 1.00272, 0.879088
0.559479, 1.13498, 1.00272, 0.879088
0.559479, 1.13498, 1.00272, 0.879088
0.636261, 1.20671, 1.11159, 0.851913
0.527599, 1.12678, 1.11035, 0.827983
0.587357, 0.968385, 1.0477, 0.905823
0.639077, 1.0531, 1.03083, 0.901173
0.539638, 0.991707, 0.970346, 0.939524
0.526968, 1.11079, 1.01973, 0.990826
0.560501, 1.06709, 0.901283, 0.944285
0.537995, 0.94634, 0.965119, 0.959958
0.657549, 0.954132, 0.921128, 1.01835
0.562315, 0.900668, 0.938592, 0.918587
0.614104, 0.809809, 0.858613, 0.898209
0.622974, 0.89082, 0.995793, 0.873402
0.658514, 0.911504, 0.917686, 0.973582
0.587473, 0.824502, 0.872137, 0.86166
0.604361, 0.854642, 0.909098, 0.813082
0.666389, 0.843224, 0.96035, 0.837001
0.580288, 0.823561, 1.02828, 0.801428
0.696841, 0.638834, 0.909576, 0.864841
0.701029, 0.605757, 0.884307, 0.996986
0.677514, 0.692202, 0.915962, 1.01422
0.749907, 0.506416, 1.02046, 0.885656
0.727117, 0.540972, 0.93468, 0.868819
0.629566, 0.314037, 0.922753, 0.842268
0.734547, 0.388657, 1.01505, 0.813681
0.664213, 0.363796, 0.958535, 0.875408
0.73962, 0.426417, 0.919454, 1.00443
0.70991, 0.485343, 0.897189, 0.921727
0.7473, 0.409288, 1.02299, 0.927983
0.680287, 0.601737, 0.925647, 0.859898
0.679016, 0.750937, 0.997026, 0.899582
0.686641, 0.720586, 1.10005, 0.870343
0.654885, 0.585508, 1.04611, 0.71055
0.661209, 0.582976, 1.04515, 0.719882
0.608975, 0.486264, 0.782303, 0.985656
0.593774, 0.608014, 0.826902, 1.0001
0.644426, 0.523454, 0.89808, 0.949707
0.662036, 0.538342, 1.04104, 0.8266
0.664561, 0.487641, 1.02404, 0.837762
0.691577, 0.476268, 0.952448, 0.863806
0.796201, 0.678912, 0.984354, 0.860025
0.653294, 0.725876, 0.947337, 0.934153
0.743508, 0.524882, 1.03731, 0.918308
0.763907, 0.49391, 0.978943, 0.944215
0.77464, 0.592571, 0.85836, 0.938368
0.745368, 0.563134, 0.951969, 0.880075
0.733891, 0.593144, 0.872033, 0.898464
0.577158, 0.6509, 0.961088, 0.844605
0.590907, 0.602448, 0.971707, 0.863491
0.526457, 0.629582, 0.982332, 0.853152
0.614943, 0.567135, 1.01441, 0.773116
0.68476, 0.475412, 0.936853, 0.868295
0.734721, 0.461468, 0.918184, 0.848372
0.727529, 0.582145, 0.905942, 0.844521
0.648616, 0.530274, 0.984735, 0.821274
0.678476, 0.591589, 0.897848, 0.961785
0.63403, 0.578647, 0.935592, 0.909401
0.655744, 0.503114, 0.883533, 0.86659
0.744336, 0.486744, 1.02734, 0.899154
0.671601, 0.458752, 0.965795, 0.914194
0.668885, 0.446067, 1.01007, 0.93565
0.675889, 0.240054, 0.93645, 0.894349
0.769323, 0.256201, 0.918803, 0.983253
0.758889, 0.2964, 0.922575, 0.949655
0.758889, 0.2964, 0.922575, 0.949655
0.767702, 0.244851, 1.09024, 0.982293
0.876244, 0.280832, 1.03205, 0.959105
0.76127, 0.390785, 0.823129, 0.96554
0.749195, 0.270866, 0.748455, 0.951873
0.780936, 0.351793, 0.947484, 1.01515
0.780936, 0.351793, 0.947484, 1.01515
0.81834, 0.475121, 1.00268, 1.02763
0.719506, 0.580871, 0.914184, 0.992675
0.638066, 0.705553, 0.959404, 0.954444
0.562188, 0.602378, 0.891166, 0.938019
0.632557, 0.531328, 0.913005, 0.946242
0.629103, 0.534657, 0.862851, 0.887948
0.587556, 0.570634, 0.839842, 0.866559
0.571162, 0.607343, 0.866431, 0.821726
0.554632, 0.537114, 0.852569, 0.892477
0.647451, 0.615687, 0.919548, 0.882911
0.664377, 0.579637, 0.958963, 0.922932
0.667505, 0.653024, 0.922852, 0.950134
0.605162, 0.667586, 0.860878, 0.908139
0.70177, 0.714873, 0.875496, 0.958905
0.717338, 0.726908, 1.02464, 0.857513
0.785789, 0.640311, 1.03378, 0.837146
0.896382, 0.526761, 1.19229, 0.977461
0.726021, 0.44957, 1.06605, 0.878616
0.70547, 0.513166, 1.04794, 0.809348
0.70547, 0.513166, 1.04794, 0.809348
0.602198, 0.539141, 0.877234, 0.891738
0.6297, 0.494222, 0.900893, 0.87326
0.619049, 0.854416, 0.838141, 0.896292
0.668129, 0.918214, 0.896747, 0.91681
0.632442, 0.943711, 1.05151, 0.936313
0.666223, 0.926785, 0.978949, 1.00393
0.65974, 1.03877, 0.980495, 0.888669
0.605783, 1.10753, 0.994089, 0.894324
0.593774, 1.08949, 0.975979, 0.913429
0.603756, 1.07931, 1.00377, 0.903027
0.555153, 1.07541, 0.984993, 1.00647
0.633481, 1.0772, 0.932096, 1.07855
0.515044, 1.24592, 0.958543, 0.90709
0.475306, 1.15651, 0.942765, 0.864936
0.457977, 1.14586, 1.10467, 0.860243
0.512983, 1.10639, 1.0821, 0.898419
0.59068, 1.22147, 1.00072, 0.876331
0.605813, 1.06545, 1.0158, 0.836713
0.542722, 1.12617, 1.04857, 0.751958
0.561348, 1.19831, 1.02641, 0.823027
0.63081, 1.05619, 1.00145, 0.912607
0.612108, 1.05336, 1.01799, 0.993005
0.582193, 1.05284, 0.942497, 0.914041
0.642679, 0.905263, 0.792644, 1.02722
0.629961, 0.819541, 0.810141, 1.03941
0.670014, 0.913248, 0.916093, 0.97129
0.585083, 0.812847, 0.846534, 0.941712
0.542624, 0.883572, 0.876875, 0.934481
0.647089, 0.816432, 0.83793, 0.919976
0.623306, 0.844878, 0.933208, 0.962608
0.615058, 0.854013, 0.888092, 1.00512
0.536453, 0.900841, 0.73609, 0.986471
0.542488, 0.868522, 0.898319, 1.00708
0.631567, 0.859859, 0.961577, 1.01045
0.631567, 0.859859, 0.961577, 1.01045
0.656726, 0.792907, 0.89798, 0.953212
0.629836, 0.806884, 0.871726, 0.997053
